1,0.017645
2,0.014112
3,0.0079201
4,0.0048541
5,0.0012045
6,0.0029436
7,0.0076518
8,0.024501
9,0.045824
10,0.044187
11,0.044585
12,0.050341
13,0.056681
14,0.061231
15,0.056939
16,0.067823
17,0.091979
18,0.092875
19,0.092348
20,0.075232
21,0.060647
22,0.057966
23,0.05929
24,0.063903
