120,12.3,-1.3,false
121,9.4,-1.3,false
-21,6.8,-1.3,true
-22,6.8,-1.3,true
122,2.0,-1.3,false
123,0,-1.3,false
15,0,0,false
16,0,1.7,false
17,0,2.8,false
18,0,4.3,false
20,0,6.4,false
21,0,10.5,false
-11,0,14.2,true
-12,0,14.2,true
22,0,17.7,false
23,0,24.3,false
24,0,29.3,false
25,0,36.5,false
-261,0,45.1,true
-262,0,45.1,true
27,0,50.4,false
28,0,52.8,false
29,0,57.5,false
30,0,63.6,false
31,0,67.0,false
32,0,70.7,false
33,0,81.3,false
